date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-09,LCID,4.62,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-09,RIVN,16.02,20583552,0.70,1.330,16.2000,16.0500,0.1500,0.93%,green,long,triggered_no_capital,09:45,16.2200,16.0500,full_range,16.4750,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(moderate-body_40pct_of_range);range_ok;body_close_confirmed,"09:45 candle closed 16.22, above OR High(16.20) by a hair after two candles chopping under it; NO CAPITAL - signal only, not executed"
2026-09-09,REGN,810.98,649459,21.27,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.65M<1M),watchlist
2026-09-09,LLY,1130.00,2633748,34.49,0.730,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(73%<100%),"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,VOO,702.21,7390771,4.98,,,,,,,,skipped,,,,,,,,,,,,,,fail_doji,"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,WY,22.72,4818357,0.50,0.470,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(47%<100%),"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,WFG,68.32,197193,2.26,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.20M<1M),watchlist
2026-09-09,RKT,13.65,23063421,0.61,0.150,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(15%<100%),"watchlist; pre-market survivor, awaiting 09:30-09:35 ET OR candle"
2026-09-09,AMC,2.55,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-09,NOK,11.01,62210492,0.40,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.40<0.50),watchlist
2026-09-09,NIO,3.78,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-09,BB,7.88,9167648,0.38,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.38<0.50),watchlist
2026-09-09,GME,19.05,6744826,0.46,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(atr_14d~0.46<0.50),watchlist
2026-09-09,DRIV,34.71,29493,0.46,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(avg_vol_14d~0.03M<1M),watchlist
2026-09-09,BLNK,0.58,,,,,,,,,,skipped,,,,,,,,,,,,,,fail_universe(price<$5),watchlist
2026-09-09,FCEL,17.72,8247495,1.70,3.600,18.3300,17.5200,0.8100,4.61%,red,short,triggered_no_capital,09:35,17.0244,18.3300,full_range,15.0660,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(moderate-body_38pct_of_range);RANGE_OVERSIZED(4.61%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:35) closed 17.02, below OR Low(17.52); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,META,648.30,16501026,19.73,7.640,651.7900,638.5601,13.2299,2.06%,red,short,expired,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(moderate-body_34pct_of_range);RANGE_OVERSIZED(2.06%>1.5% cap - halve size if triggers),"no clean breakout by 11:00 ET entry_cutoff - chopped 638.56-651.79 all session, never a confirmed body close below OR Low(638.5601); invalidated per time filter"
2026-09-09,NET,294.00,2880308,15.78,0.970,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(97%<100%),"market_scan; top-mover +3.41% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,HUM,413.64,1006555,13.20,0.670,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(67%<100%),"market_scan; top-mover +2.62% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,BKNG,175.63,5483995,6.91,4.640,177.5500,172.1000,5.4500,3.16%,red,short,triggered_no_capital,09:35,171.7700,177.5500,full_range,163.1000,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(strong-body_79pct_of_range);RANGE_OVERSIZED(3.16%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:35) closed 171.77, below OR Low(172.10); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,COIN,182.96,11426004,11.11,1.370,184.8000,182.0000,2.8000,1.53%,red,short,triggered_no_capital,09:35,181.7400,184.8000,full_range,177.1500,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(strong-body_78pct_of_range);RANGE_OVERSIZED(1.53%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:35) closed 181.74, below OR Low(182.00); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,SPG,207.33,1138889,3.46,0.790,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(79%<100%),"market_scan; top-mover -2.15% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,FERG,221.66,1341211,6.53,0.260,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(26%<100%),"market_scan; top-mover -2.05% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,VRT,284.89,4199445,14.11,0.570,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(57%<100%),"market_scan; top-mover -2.04% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,GOOG,328.72,15585705,7.70,4.190,329.2700,325.6300,3.6400,1.11%,red,short,expired,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(strong-body_62pct_of_range);range_ok,"no clean breakout by 11:00 ET entry_cutoff - chopped 325.63-329.27 all session, never a confirmed body close below OR Low(325.63); invalidated per time filter"
2026-09-09,PSX,264.20,2683788,6.99,0.250,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(25%<100%),"market_scan; top-mover +1.95% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,MTSI,279.99,1118896,15.29,2.950,281.0000,274.5800,6.4200,2.28%,green,long,triggered_no_capital,09:55,282.9496,274.5800,full_range,295.5040,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_100pct_of_range);RANGE_OVERSIZED(2.28%>1.5% cap - halve size if triggers);body_close_confirmed,"09:55 candle closed 282.95, first close above OR High(281.00) after chopping inside range for four candles; RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,SAP,215.45,2314975,6.20,1.040,216.1900,212.9700,3.2200,1.51%,red,short,triggered_no_capital,09:35,211.9500,216.1900,full_range,205.5900,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(strong-body_92pct_of_range);RANGE_OVERSIZED(1.51%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:35) closed 211.95, below OR Low(212.97); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,EXPE,269.89,1571447,13.03,3.130,271.0000,265.5100,5.4900,2.06%,red,short,triggered_no_capital,09:35,264.7400,271.0000,full_range,255.3500,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_13pct_of_range);RANGE_OVERSIZED(2.06%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:35) closed 264.74, below OR Low(265.51); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,FANG,203.00,2009043,5.63,0.570,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(57%<100%),"market_scan; top-mover +1.68% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,BE,272.67,13247727,20.10,1.100,278.5600,271.5000,7.0600,2.54%,green,long,triggered_no_capital,09:40,280.2950,271.5000,full_range,293.4875,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_67pct_of_range);RANGE_OVERSIZED(2.54%>1.5% cap - halve size if triggers);body_close_confirmed,"09:40 candle closed 280.295, above OR High(278.56); RANGE_OVERSIZED - would halve size; NO CAPITAL - signal only, not executed"
2026-09-09,MPC,404.00,2371648,10.98,0.660,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(66%<100%),"market_scan; top-mover +1.57% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,GLD,405.92,13470144,7.90,0.540,,,,,,,skipped,,,,,,,,,,,,,,fail_rvol(54%<100%),"market_scan; top-mover +1.55% vs prior close, awaiting 09:30-09:35 ET OR candle"
2026-09-09,CI,280.00,1473595,6.24,1.410,282.3100,277.8900,4.4200,1.58%,green,long,expired,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long(moderate-body_42pct_of_range);RANGE_OVERSIZED(1.58%>1.5% cap - halve size if triggers),no clean breakout by 11:00 ET entry_cutoff - BIAS_INVALIDATED at 09:35 (closed below OR Low against the long bias) and never recovered back above OR High(282.31) for the rest of the session; invalidated per time filter
2026-09-09,AMZN,253.27,32156503,6.48,3.190,254.6200,250.8900,3.7300,1.48%,red,short,expired,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(weak-body_10pct_of_range);range_ok,"no clean breakout by 11:00 ET entry_cutoff - chopped 250.89-254.62 all session, never a confirmed body close below OR Low(250.89); invalidated per time filter"
2026-09-09,UNH,406.09,4468148,8.99,2.690,406.5300,401.3650,5.1650,1.29%,red,short,triggered_no_capital,09:35,391.9900,406.5300,full_range,370.1800,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(strong-body_68pct_of_range);range_ok;body_close_confirmed,"very first post-OR candle (09:35) closed 391.99, well below OR Low(401.365) - a violent extension, continued falling to 379.90 by 09:50; NO CAPITAL - signal only, not executed"
