date,symbol,last_price_at_open,avg_vol_14d,atr_14d,rvol_first_candle,or_high,or_low,or_range,or_range_pct_of_price,first_candle_close_color,direction_bias,status,entry_time_et,entry_price,stop_price,stop_style,target_price,target_r_multiple,shares,risk_dollars,risk_pct_equity,exit_time_et,exit_price,realized_pnl,r_multiple_realized,reason_pass_fail,notes
2026-09-11,BE,270.47,13520000,19.16,1.593,272.1799,266.1200,6.0599,2.24%,green,long,triggered_no_capital,09:40,274.1501,266.1200,full_range,286.1952,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_53pct_of_range);RANGE_OVERSIZED(2.24%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:40) closed 274.15, above OR High(272.18); NO CAPITAL - signal only, not executed"
2026-09-11,EWY,189.48,12210000,6.47,0.914,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(91.4%<100%),"market_scan; top-mover +3.67% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,COHR,303.00,5510000,22.80,2.132,311.8300,301.6433,10.1867,3.37%,red,short,triggered_no_capital,09:55,299.1100,311.8300,full_range,280.0300,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_5pct_of_range);RANGE_OVERSIZED(3.37%>1.5% cap - halve size if triggers);body_close_confirmed,"09:55 ET candle closed 299.11, first close below OR Low(301.64); NO CAPITAL - signal only, not executed"
2026-09-11,NBIS,235.75,14380000,18.23,1.841,234.8000,229.3100,5.4900,2.39%,red,short,triggered_no_capital,09:40,228.8375,234.8000,full_range,219.8938,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(strong-body_83pct_of_range);RANGE_OVERSIZED(2.39%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:40) closed 228.84, below OR Low(229.31); NO CAPITAL - signal only, not executed"
2026-09-11,ADBE,241.00,4910000,10.62,7.790,249.7699,241.5220,8.2479,3.36%,green,long,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_long(moderate-body_42pct_of_range);RANGE_OVERSIZED(3.36%>1.5% cap - halve size if triggers),"chopped 241.80-249.65 through 10:00 ET, closest approach to OR High(249.77) was 249.36 but no confirmed close above yet; still inside range, watching"
2026-09-11,MRVL,233.40,23910000,14.98,1.767,234.9900,231.6570,3.3330,1.44%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(strong-body_76pct_of_range);range_ok,"BIAS_INVALIDATED - closed 237.98 at 09:40 ET, above OR High(234.99), wrong direction for the short bias; pulled back to 233.13 by 10:00 ET, no close below OR Low(231.66) reached either"
2026-09-11,SPXL,283.59,1440000,6.70,4.961,284.6328,283.0128,1.6200,0.57%,green,long,triggered_no_capital,09:55,285.2850,283.0128,full_range,288.6933,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_69pct_of_range);range_ok;body_close_confirmed,"09:55 ET candle closed 285.29, first close above OR High(284.63); NO CAPITAL - signal only, not executed"
2026-09-11,AEM,201.60,3030000,7.91,0.792,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(79.2%<100%),"market_scan; top-mover +2.50% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,KLAC,181.60,9050000,9.10,1.398,181.2900,177.7000,3.5900,2.00%,red,short,triggered_no_capital,10:00,177.1300,181.2900,full_range,170.8900,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(moderate-body_41pct_of_range);RANGE_OVERSIZED(2.00%>1.5% cap - halve size if triggers);body_close_confirmed,"10:00 ET candle closed 177.13, first close below OR Low(177.70) after chopping just above it for 25 minutes; NO CAPITAL - signal only, not executed"
2026-09-11,ASML,1729.02,1110000,55.85,2.165,1725.7500,1702.4800,23.2700,1.36%,red,short,watching,,,,,,,,,,,,,,pass_universe;rvol_pass;bias_short(strong-body_63pct_of_range);range_ok,"drifted down from 1727.31 to 1707.62 through 10:00 ET, approaching OR Low(1702.48) but no confirmed close below yet; watching"
2026-09-11,PNC,248.84,1530000,4.25,0.563,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(56.3%<100%),"market_scan; top-mover +2.41% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,GEV,946.14,1980000,40.38,1.068,958.6590,938.0000,20.6590,2.16%,green,long,triggered_no_capital,09:40,959.3800,938.0000,full_range,991.4500,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_long(strong-body_64pct_of_range);RANGE_OVERSIZED(2.16%>1.5% cap - halve size if triggers);body_close_confirmed,"very first post-OR candle (09:40) closed 959.38, above OR High(958.66); NO CAPITAL - signal only, not executed"
2026-09-11,ALAB,291.21,3290000,23.77,0.969,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(96.9%<100%),"market_scan; top-mover +2.35% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,LRCX,305.00,7090000,15.95,1.678,303.6900,299.4400,4.2500,1.41%,red,short,triggered_no_capital,09:45,299.4350,303.6900,full_range,293.0525,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(moderate-body_22pct_of_range);range_ok;body_close_confirmed,"09:45 ET candle closed 299.44 (just below), first close below OR Low(299.44); NO CAPITAL - signal only, not executed"
2026-09-11,AMAT,464.58,6090000,22.14,1.073,462.0000,455.5700,6.4300,1.40%,red,short,triggered_no_capital,10:00,452.8800,462.0000,full_range,439.2000,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(moderate-body_50pct_of_range);range_ok;body_close_confirmed,"10:00 ET candle closed 452.88, first close below OR Low(455.57); NO CAPITAL - signal only, not executed"
2026-09-11,TER,378.65,2220000,21.90,0.999,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(99.9%<100%),"market_scan; top-mover +2.29% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,VRT,253.76,4800000,15.50,0.965,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(96.5%<100%),"market_scan; top-mover +2.27% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,FERG,225.90,1310000,6.20,0.166,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(16.6%<100%),"market_scan; top-mover +2.23% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,CLS,332.37,2110000,19.34,0.505,,,,,,,skipped,,,,,,,,,,,,,,pass_universe;fail_rvol(50.5%<100%),"market_scan; top-mover +2.20% vs prior close, OR candle formed but rvol below threshold - never entered watching"
2026-09-11,RCL,264.68,1830000,7.89,1.187,264.3000,261.8200,2.4800,0.94%,red,short,triggered_no_capital,09:45,261.5900,264.3000,full_range,257.5250,1.5,0,0,0%,,,,,pass_universe;rvol_pass;bias_short(weak-body_13pct_of_range);range_ok;body_close_confirmed,"09:45 ET candle closed 261.59, first close below OR Low(261.82); NO CAPITAL - signal only, not executed"
